society,price,place,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
udayan complex,0.27,konnagar,2249.0,1201.0,Super Built up area 1190(110.55 sq.m.),3.0,2,1,1,East,Relatively New,West,1190.0,,,0,0,0,0,0,0,32.0
udayan complex,0.17,konnagar,2250.0,756.0,Super Built up area 744(69.12 sq.m.),2.0,2,1,2,South-West,Relatively New,West,744.0,,,0,0,0,0,0,0,32.0
udayan complex,0.11,konnagar,2349.0,468.0,Super Built up area 475(44.13 sq.m.),1.0,1,1,3,South,Relatively New,West,475.0,,,0,0,0,0,0,0,88.0
udayan complex,0.19,konnagar,2189.0,868.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,South,Relatively New,West,850.0,,,0,0,0,0,0,0,32.0
udayan complex,0.19,konnagar,2301.0,826.0,Super Built up area 810(75.25 sq.m.),2.0,2,1,1,East,Relatively New,West,810.0,,,0,0,0,0,0,0,32.0
udayan complex,0.18,konnagar,2300.0,783.0,Super Built up area 795(73.86 sq.m.),2.0,2,1,2,South,Relatively New,West,795.0,,,0,0,0,0,0,0,19.0
udayan complex,0.17,konnagar,2250.0,756.0,Super Built up area 770(71.54 sq.m.),2.0,2,1,1,East,Relatively New,West,770.0,,,0,0,0,0,0,0,33.0
udayan complex,0.17,konnagar,2500.0,680.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,2,South,Relatively New,West,700.0,,,0,0,0,0,0,0,25.0
udayan complex,0.18,konnagar,2251.0,800.0,Super Built up area 792(73.58 sq.m.),2.0,2,1,2,North-West,Relatively New,West,792.0,,,0,0,0,0,0,0,33.0
udayan complex,0.21,konnagar,2200.0,955.0,Super Built up area 965(89.65 sq.m.),3.0,2,1,4,North,Relatively New,West,965.0,,,0,0,0,0,0,0,33.0
udayan complex,0.18,konnagar,2250.0,800.0,Super Built up area 792(73.58 sq.m.),2.0,2,1,2,South-East,Relatively New,West,792.0,,,0,0,0,0,0,0,97.0
dlf new town heights,0.74,new town,5953.0,1243.0,Super Built up area 1243(115.48 sq.m.),2.0,2,1,10,South-East,Relatively New,East,1243.0,,,0,0,0,0,0,0,97.0
dlf new town heights,0.74,new town,5887.0,1257.0,Super Built up area 1257(116.78 sq.m.),2.0,2,1,10,South-East,Relatively New,East,1257.0,,,0,0,0,0,0,0,54.0
unitech vistas,0.82,new town,6117.0,1341.0,Super Built up area 1226(113.9 sq.m.),3.0,2,2,10,West,Relatively New,East,1226.0,,,0,0,0,0,0,0,65.0
on request,0.76,patuli,6000.0,1267.0,Super Built up area 1273(118.27 sq.m.),3.0,2,2,1,North-East,New Property,South,1273.0,,,0,0,0,0,1,0,53.0
on request,0.18,kendua,5070.0,355.0,Super Built up area 355(32.98 sq.m.),1.0,1,0,1,North-East,New Property,South,355.0,,,0,0,0,0,0,0,31.0
goodwill apartment (new booking),0.16,hridaypur,2595.0,617.0,Super Built up area 625(58.06 sq.m.),2.0,2,1,1,North,Relatively New,North,625.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.19,madhyamgram,2400.0,792.0,Super Built up area 793(73.67 sq.m.),2.0,2,1,3,North,Relatively New,North,793.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.22,sodepur,3200.0,688.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,1,South,Relatively New,North,700.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.2,sodepur,2800.0,714.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,2,West,Relatively New,North,700.0,,,0,0,0,0,1,0,81.0
on request,0.3,nayabad,4200.0,714.0,Super Built up area 712(66.15 sq.m.),2.0,2,1,2,South-West,New Property,South,712.0,,,0,0,0,0,1,0,47.0
on request,0.52,madurdaha,4170.0,1247.0,Super Built up area 1247(115.85 sq.m.),3.0,2,1,3,South,Moderately Old,South,1247.0,,,1,0,0,0,0,0,63.0
on request new,0.39,pr,4950.0,788.0,Super Built up area 780(72.46 sq.m.),2.0,2,1,3,North-East,New Property,East,780.0,,,0,0,0,0,1,0,47.0
on request,0.4,kalikapur,5000.0,800.0,Super Built up area 808(75.07 sq.m.),2.0,2,1,4,East,New Property,South,808.0,,,0,0,0,0,1,0,47.0
on request,0.38,madurdaha,4500.0,844.0,Super Built up area 854(79.34 sq.m.),2.0,2,1,3,North-East,New Property,South,854.0,,,0,0,0,0,1,0,47.0
on request,0.47,madurdaha,4500.0,1044.0,Super Built up area 1053(97.83 sq.m.),3.0,2,1,3,South-East,New Property,South,1053.0,,,0,0,0,0,1,0,54.0
on request,0.2,sodepur,2400.0,833.0,Super Built up area 850(78.97 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 690 sq.ft. (64.1 sq.m.),2.0,2,1,2,South,Relatively New,North,850.0,800.0,690.0,0,0,1,0,0,0,52.0
"aayan plaza amraboti, new booking",0.37,sodepur,3956.0,935.0,Super Built up area 1150(106.84 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),3.0,2,1,5,South,Relatively New,North,1150.0,1100.0,930.0,0,0,1,0,0,0,52.0
on request,0.32,sodepur,2800.0,1143.0,Super Built up area 1130(104.98 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,2,South,Relatively New,North,1130.0,1100.0,900.0,0,0,1,0,0,0,52.0
"r k plaza, sodepur, new booking",0.12,sodepur,2500.0,480.0,Super Built up area 475(44.13 sq.m.)Built Up area: 470 sq.ft. (43.66 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1,0,0,South,Relatively New,North,475.0,470.0,400.0,0,0,1,0,0,0,52.0
on request,0.17,sodepur,2500.0,680.0,Super Built up area 700(65.03 sq.m.)Built Up area: 680 sq.ft. (63.17 sq.m.)Carpet area: 560 sq.ft. (52.03 sq.m.),2.0,2,1,0,South,Relatively New,North,700.0,680.0,560.0,0,0,1,0,0,0,52.0
"saheb plaza panihati, new booking",0.18,panihati,2600.0,692.0,Super Built up area 681(63.27 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2.0,2,1,5,North-East,Relatively New,North,681.0,650.0,541.0,0,0,1,0,0,0,52.0
on request,0.16,sodepur,2600.0,615.0,Super Built up area 624(57.97 sq.m.)Built Up area: 620 sq.ft. (57.6 sq.m.)Carpet area: 504 sq.ft. (46.82 sq.m.),2.0,1,1,5,West,Relatively New,North,624.0,620.0,504.0,0,0,1,0,0,0,52.0
on request,0.17,sodepur,2500.0,680.0,Super Built up area 673(62.52 sq.m.)Built Up area: 670 sq.ft. (62.25 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,1,1,5,South,Relatively New,North,673.0,670.0,550.0,0,0,1,0,0,0,31.0
"diamond abasan sukchar, sodepur",0.15,sodepur,2499.0,600.0,Super Built up area 603(56.02 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,1,5,North-West,Relatively New,North,603.0,600.0,500.0,0,0,0,0,1,0,52.0
"diamond abasan new booking, sodepur",0.17,sodepur,2500.0,680.0,Super Built up area 662(61.5 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,1,1,3,South,Relatively New,North,662.0,660.0,532.0,0,0,1,0,0,0,31.0
on request,0.19,sodepur,2800.0,679.0,Super Built up area 668(62.06 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 538 sq.ft. (49.98 sq.m.),2.0,1,1,3,North-East,Relatively New,North,668.0,650.0,538.0,0,0,0,0,1,0,31.0
on request,0.51,dunlop,3700.0,1378.0,Super Built up area 1374(127.65 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1110 sq.ft. (103.12 sq.m.),3.0,2,2,1,South-West,Relatively New,North,1374.0,1350.0,1110.0,0,0,0,0,1,0,0.0
on request,0.42,naktala,4142.0,1014.0,Super Built up area 1014(94.2 sq.m.),2.0,2,1,3,South-East,Relatively New,South,1014.0,,,0,0,0,0,1,0,19.0
on request,0.45,ch,4500.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,2,South-East,Relatively New,East,1000.0,,,0,0,0,0,0,0,19.0
hiland park,0.99,em bypass,7454.0,1328.0,Super Built up area 1328(123.38 sq.m.),3.0,3,1,16,North-East,Old Property,South,1328.0,,,0,0,0,0,0,0,26.0
on request,0.46,west kamalapur,3800.0,1211.0,Super Built up area 1220(113.34 sq.m.),3.0,2,1,4,North,Relatively New,West,1220.0,,,0,0,0,0,0,0,54.0
on request,0.54,west kamalapur,3802.0,1420.0,Super Built up area 1420(131.92 sq.m.),3.0,2,2,2,South,Relatively New,West,1420.0,,,0,0,0,0,0,0,38.0
on request,0.69,west kamalapur,3812.0,1810.0,Super Built up area 1810(168.15 sq.m.),3.0,2,1,1,South,Relatively New,West,1810.0,,,0,0,0,0,0,0,33.0
on request,0.4,west kamalapur,3809.0,1050.0,Super Built up area 1050(97.55 sq.m.),2.0,2,1,1,North,Relatively New,West,1050.0,,,0,0,0,0,0,0,24.0
on request,0.29,dum dum,4800.0,604.0,Super Built up area 600(55.74 sq.m.),1.0,1,1,0,South,Relatively New,North,600.0,,,0,0,0,0,0,0,24.0
on request,0.38,dum dum,4800.0,792.0,Super Built up area 800(74.32 sq.m.),2.0,2,0,1,South-West,Relatively New,North,800.0,,,0,0,0,0,0,0,19.0
on request,0.28,krishnapur,2849.0,983.0,Super Built up area 990(91.97 sq.m.),2.0,2,1,4,South-West,Relatively New,West,990.0,,,0,0,0,0,0,0,33.0
on request,0.39,baguiati,4199.0,929.0,Super Built up area 923(85.75 sq.m.),2.0,2,1,2,North-West,Relatively New,North,923.0,,,0,0,0,0,0,0,113.0
sherwood estate,0.5,narendrapur,5555.0,900.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,3,West,Moderately Old,South,900.0,,,0,0,0,0,0,2,106.0
sherwood estate,0.45,narendrapur,5061.0,889.0,Super Built up area 889(82.59 sq.m.),2.0,2,1,2,East,Moderately Old,South,889.0,,,0,0,0,0,0,0,113.0
sherwood estate,0.46,narendrapur,5168.0,890.0,Super Built up area 890(82.68 sq.m.),2.0,2,1,3,North-East,Moderately Old,South,890.0,,,0,0,0,0,0,2,113.0
sherwood estate,0.34,narendrapur,4722.0,720.0,Super Built up area 720(66.89 sq.m.),1.0,1,0,4,South-East,Moderately Old,South,720.0,,,0,0,0,0,0,0,113.0
sherwood estate,0.56,narendrapur,5333.0,1050.0,Super Built up area 1050(97.55 sq.m.),2.0,2,1,4,North-West,Moderately Old,South,1050.0,,,0,0,0,0,0,0,107.0
sherwood estate,0.46,narendrapur,5111.0,900.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,3,North-East,Moderately Old,South,900.0,,,0,0,0,0,0,0,65.0
purti star,0.62,rajarhat,5294.0,1171.0,Super Built up area 1171(108.79 sq.m.),3.0,2,1,3,South-East,Relatively New,East,1171.0,,,0,0,0,0,0,0,65.0
purti star,0.64,rajarhat,5465.0,1171.0,Super Built up area 1171(108.79 sq.m.),3.0,2,1,10,South-West,Moderately Old,East,1171.0,,,0,0,0,0,0,0,42.0
sherwood estate,0.47,narendrapur,5053.0,930.0,Super Built up area 930(86.4 sq.m.),2.0,2,0,2,South,Moderately Old,South,930.0,,,0,0,0,0,0,0,83.0
elita garden vista,0.95,new town,5853.0,1623.0,Super Built up area 1623(150.78 sq.m.)Built Up area: 1242 sq.ft. (115.39 sq.m.),3.0,3,1,17,East,Relatively New,East,1623.0,1242.0,,0,0,0,0,0,0,106.0
sherwood estate,0.54,narendrapur,5142.0,1050.0,Super Built up area 1050(97.55 sq.m.),2.0,2,1,2,East,Moderately Old,South,1050.0,,,0,0,0,0,0,0,106.0
sherwood estate,1.0,narendrapur,5000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3,2,3,East,Moderately Old,South,2000.0,,,0,0,0,0,0,0,46.0
navita,0.55,madhyamgram,5144.0,1069.0,Super Built up area 1069(99.31 sq.m.),2.0,2,1,8,East,Moderately Old,North,1069.0,,,0,0,0,0,0,0,130.0
magnolia oxygen,0.35,rajarhat,3901.0,897.0,Super Built up area 897(83.33 sq.m.),2.0,2,1,11,North-West,Relatively New,East,897.0,,,0,0,0,0,0,0,87.0
magnolia oxygen,0.44,rajarhat,4435.0,992.0,Super Built up area 992(92.16 sq.m.),2.0,2,1,12,South,Moderately Old,East,992.0,,,0,0,0,0,0,0,99.0
magnolia sky view,0.55,omarhati,4478.0,1228.0,Super Built up area 1228(114.08 sq.m.),3.0,2,2,11,North,Relatively New,East,1228.0,,,0,0,0,0,0,0,112.0
dhoot pratham,1.0,bt road,6578.0,1520.0,Super Built up area 1520(141.21 sq.m.),3.0,2,1,2,North,Relatively New,North,1520.0,,,1,0,0,0,0,0,132.0
primarc astitva,2.9,kankurgachi,16880.0,1718.0,Super Built up area 1718(159.61 sq.m.),3.0,3,1,3,West,Relatively New,North,1718.0,,,0,0,0,0,0,0,87.0
sherwood estate,0.3,narendrapur,5357.0,560.0,Super Built up area 560(52.03 sq.m.),1.0,1,0,1,West,Moderately Old,South,560.0,,,0,0,0,0,0,0,113.0
sherwood estate,0.47,narendrapur,5222.0,900.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,4,North-West,Moderately Old,South,900.0,,,0,0,0,0,0,0,38.0
team taurus wow,0.42,rajarhat,3780.0,1111.0,Super Built up area 1111(103.22 sq.m.),2.0,3,1,2,South,Relatively New,East,1111.0,,,0,0,0,0,0,0,63.0
magnolia sky view,0.48,omarhati,4979.0,964.0,Super Built up area 964(89.56 sq.m.),2.0,2,1,3,South-East,Moderately Old,East,964.0,,,0,0,0,0,0,0,69.0
siddha galaxia,0.9,rajarhat,7512.0,1198.0,Super Built up area 1198(111.3 sq.m.),3.0,2,2,8,South-West,Relatively New,East,1198.0,,,0,0,0,0,0,0,69.0
sherwood estate,0.55,narendrapur,5213.0,1055.0,Super Built up area 1055(98.01 sq.m.),2.0,2,1,4,North-West,Moderately Old,South,1055.0,,,0,0,0,0,0,0,142.0
ideal grand,0.9,howrah,7692.0,1170.0,Super Built up area 1170(108.7 sq.m.),2.0,2,1,9,South-West,Moderately Old,West,1170.0,,,0,0,0,0,1,2,128.0
natural city lake town,0.9,lake town,6993.0,1287.0,Super Built up area 1287(119.57 sq.m.),3.0,2,1,9,South-East,Relatively New,North,1287.0,,,0,0,0,0,1,0,128.0
natural city lake town,0.7,lake town,7329.0,955.0,Super Built up area 955(88.72 sq.m.),2.0,2,1,4,North,Relatively New,North,955.0,,,0,0,0,0,1,0,129.0
natural city lake town,1.33,lake town,7291.0,1824.0,Super Built up area 1824(169.46 sq.m.),4.0,3,1,6,South-West,Relatively New,North,1824.0,,,0,0,0,0,1,0,54.0
ruchi active acres tangra,1.05,tangra,6981.0,1504.0,Super Built up area 1504(139.73 sq.m.),2.0,2,1,3,South,Moderately Old,East,1504.0,,,0,0,0,0,1,1,54.0
active acres,1.35,em bypass,7701.0,1753.0,Super Built up area 1753(162.86 sq.m.),3.0,2,1,20,West,Relatively New,East,1753.0,,,0,0,0,0,1,1,54.0
active acres,1.3,em bypass,7415.0,1753.0,Super Built up area 1753(162.86 sq.m.),3.0,3,1,8,East,Relatively New,East,1753.0,,,0,0,0,0,0,1,128.0
ruchi active acres tangra,1.3,tangra,7398.0,1757.0,Super Built up area 1757(163.23 sq.m.),3.0,2,1,5,South-East,Moderately Old,East,1757.0,,,0,0,1,0,0,0,63.0
on request new,0.55,madurdaha,4382.0,1255.0,Super Built up area 1255(116.59 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1255.0,,,0,0,0,0,1,0,71.0
on request new,0.44,madurdaha,5000.0,880.0,Super Built up area 872(81.01 sq.m.),2.0,2,1,2,South-East,Relatively New,South,872.0,,,0,0,0,0,1,0,70.0
on request,0.5,madurdaha,4237.0,1180.0,Super Built up area 1180(109.63 sq.m.),3.0,2,1,3,South,Moderately Old,South,1180.0,,,0,0,0,0,1,0,69.0
pacific point,0.5,garia,4416.0,1132.0,Super Built up area 1132(105.17 sq.m.),3.0,2,1,4,,Old Property,South,1132.0,,,0,0,0,0,0,0,152.0
south city,2.0,pr,12634.0,1583.0,Super Built up area 1583(147.07 sq.m.),3.0,3,1,25,North-East,Old Property,South,1583.0,,,0,0,0,0,0,0,25.0
on request,0.48,garia,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 1040 sq.ft. (96.62 sq.m.),3.0,2,1,3,South-West,Old Property,South,1250.0,,1040.0,0,0,0,0,0,0,25.0
niramay apartment,0.64,garia,5333.0,1200.0,Super Built up area 1200(111.48 sq.m.),3.0,2,1,3,South-East,Old Property,South,1200.0,,,0,0,0,0,0,2,25.0
star apartment,0.68,naktala,5440.0,1250.0,Super Built up area 1250(116.13 sq.m.),3.0,3,2,2,South,New Property,South,1250.0,,,0,0,0,0,0,0,46.0
on request,1.6,mandevilla garden,10322.0,1550.0,Super Built up area 1550(144 sq.m.),3.0,3,1,3,North,Old Property,South,1550.0,,,0,0,0,0,0,0,25.0
sudha apartment,0.78,patuli,6240.0,1250.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,3,South-West,Old Property,South,1250.0,,,0,0,0,0,0,2,5.0
on request,0.15,ramgarh,2727.0,550.0,Super Built up area 550(51.1 sq.m.),1.0,1,0,3,South-East,Moderately Old,South,550.0,,,0,0,0,0,0,0,21.0
on request,0.38,naktala,4000.0,950.0,Super Built up area 950(88.26 sq.m.),2.0,2,1,1,West,Old Property,South,950.0,,,0,0,0,0,0,0,54.0
skyline lakeview,0.56,mahamayatala,4850.0,1155.0,Super Built up area 1159(107.67 sq.m.),3.0,2,1,4,South,Relatively New,South,1159.0,,,0,0,0,0,0,0,13.0
on request,0.32,garia,3900.0,821.0,Super Built up area 826(76.74 sq.m.),2.0,2,1,1,South-West,New Property,South,826.0,,,0,0,0,0,0,0,33.0
on request,0.46,mahamayatala,4789.0,961.0,Super Built up area 950(88.26 sq.m.),2.0,2,1,2,North-West,Relatively New,South,950.0,,,0,0,0,0,0,2,54.0
skyline lakeview,0.47,mahamayatala,4850.0,969.0,Super Built up area 962(89.37 sq.m.),2.0,2,1,4,South,Relatively New,South,962.0,,,0,0,0,0,0,0,64.0
satyam shivam sundaram apartment garia,0.36,garia,4235.0,850.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,3,West,Old Property,South,850.0,,,0,0,0,0,0,0,19.0
on request,0.42,naktala,5250.0,800.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,1,West,Relatively New,South,800.0,,,0,0,0,0,0,0,40.0
garia sanjib,0.7,garia,6200.0,1129.0,Super Built up area 1130(104.98 sq.m.),3.0,2,1,3,East,New Property,South,1130.0,,,0,0,0,0,0,0,33.0
dev apartment,0.29,garia,3918.0,740.0,Super Built up area 740(68.75 sq.m.),2.0,2,1,3,South-West,New Property,South,740.0,,,0,0,0,0,0,0,77.0
city high apartment,3.0,tollygunge,13888.0,2160.0,Super Built up area 2160(200.67 sq.m.),4.0,3,2,5,North,Old Property,South,2160.0,,,0,0,0,0,0,1,32.0
on request,0.42,ramchandrapur,3716.0,1130.0,Super Built up area 1130(104.98 sq.m.),3.0,2,1,2,North,Moderately Old,South,1130.0,,,0,0,0,0,0,0,75.0
ekta floral,3.8,tangra,12377.0,3070.0,Super Built up area 3070(285.21 sq.m.),5.0,4,2,1,North-West,Moderately Old,East,3070.0,,,1,0,0,0,0,1,77.0
sgil gardenia,0.41,narendrapur,4540.0,903.0,Super Built up area 903(83.89 sq.m.),2.0,2,1,6,East,Relatively New,South,903.0,,,0,0,0,0,0,0,77.0
sgil gardenia,0.47,narendrapur,4072.0,1154.0,Super Built up area 1154(107.21 sq.m.),3.0,2,1,6,East,Relatively New,South,1154.0,,,0,0,0,0,0,0,46.0
on request,1.55,ballygunge,12380.0,1252.0,Super Built up area 1252(116.31 sq.m.),3.0,2,1,3,South,Old Property,South,1252.0,,,0,0,0,0,0,0,14.0
"gita apartment,",0.52,tollygunge,4160.0,1250.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,4,West,Old Property,South,1250.0,,,0,0,0,0,0,0,75.0
ekta heights,1.25,jadavpur,8383.0,1491.0,Super Built up area 1491(138.52 sq.m.),3.0,2,1,10,South,Old Property,South,1491.0,,,0,0,0,0,0,2,125.0
ekta heights,1.12,jadavpur,8888.0,1260.0,Super Built up area 1260(117.06 sq.m.),2.0,2,1,7,South-East,Old Property,South,1260.0,,,0,0,0,0,0,1,34.0
residential flat,1.9,southern avenue,10555.0,1800.0,Super Built up area 1800(167.23 sq.m.),4.0,3,2,2,North,Relatively New,South,1800.0,,,0,0,0,0,0,2,83.0
starlite sunny dew,0.75,panchasayar,5172.0,1450.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1450.0,1300.0,1200.0,0,0,0,0,0,0,128.0
citrus cove,0.5,kamalgazi,5370.0,931.0,Super Built up area 931(86.49 sq.m.)Built Up area: 820 sq.ft. (76.18 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4,South-East,Relatively New,South,931.0,820.0,600.0,0,0,0,0,0,0,140.0
citrus cove,0.75,kamalgazi,5747.0,1305.0,Super Built up area 1305(121.24 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,1,North-East,Moderately Old,South,1305.0,1200.0,1000.0,0,0,0,0,0,0,140.0
avani victoria greens,0.5,garia,5428.0,921.0,Super Built up area 921(85.56 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2,1,4,North-East,Moderately Old,South,921.0,800.0,650.0,0,0,0,0,0,0,0.0
on request,0.85,new town,5312.0,1600.0,Super Built up area 1600(148.64 sq.m.),3.0,2,2,7,South-East,Relatively New,East,1600.0,,,0,0,0,0,0,0,54.0
the 102,0.65,joka,5718.0,1137.0,Super Built up area 1128(104.79 sq.m.)Carpet area: 793 sq.ft. (73.67 sq.m.),3.0,3,2,9,East,Relatively New,South,1128.0,,793.0,0,0,0,0,1,0,134.0
dtc southern heights,0.6,joka,5300.0,1132.0,Super Built up area 1130(104.98 sq.m.)Built Up area: 905 sq.ft. (84.08 sq.m.),3.0,2,1,8,West,Relatively New,South,1130.0,905.0,,0,0,0,0,1,0,54.0
dtc southern heights,0.62,joka,5486.0,1130.0,Super Built up area 1130(104.98 sq.m.)Built Up area: 905 sq.ft. (84.08 sq.m.),3.0,2,1,1,North-East,Relatively New,South,1130.0,905.0,,0,0,0,0,1,0,54.0
the 102,0.5,joka,5518.0,906.0,Super Built up area 906(84.17 sq.m.)Carpet area: 637 sq.ft. (59.18 sq.m.),2.0,2,2,2,South-West,Relatively New,South,906.0,,637.0,0,0,0,0,1,0,54.0
the 102,0.66,joka,5851.0,1128.0,Super Built up area 1128(104.79 sq.m.)Carpet area: 793 sq.ft. (73.67 sq.m.),3.0,2,3,8,East,Relatively New,South,1128.0,,793.0,0,0,0,0,1,0,54.0
the 102,0.68,joka,6028.0,1128.0,Super Built up area 1128(104.79 sq.m.),3.0,2,3,13,South-West,Relatively New,South,1128.0,,,0,0,0,0,1,0,104.0
citrus cove,0.74,kamalgazi,5674.0,1304.0,Super Built up area 1304(121.15 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,4,North-West,Relatively New,South,1304.0,1200.0,1000.0,0,0,0,0,0,0,126.0
starlite sunny dew,0.75,panchasayar,5084.0,1475.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2,1,1,North-East,Moderately Old,South,1475.0,1350.0,1100.0,0,0,0,0,0,0,26.0
ambuja upohar high end society,2.85,garia,7803.0,3652.0,Super Built up area 3652(339.28 sq.m.)Built Up area: 2834 sq.ft. (263.29 sq.m.)Carpet area: 2564 sq.ft. (238.2 sq.m.),4.0,4,3+,10,South-East,Old Property,South,3652.0,2834.0,2564.0,0,0,0,0,1,0,142.0
eden pavilion,0.6,fartabad,4743.0,1265.0,Super Built up area 1265(117.52 sq.m.)Built Up area: 1067 sq.ft. (99.13 sq.m.)Carpet area: 957 sq.ft. (88.91 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1265.0,1067.0,957.0,0,0,0,0,1,0,26.0
greenfield city,0.51,behala,4670.0,1092.0,Super Built up area 1092(101.45 sq.m.)Built Up area: 841 sq.ft. (78.13 sq.m.),3.0,2,1,3,South-West,Relatively New,South,1092.0,841.0,,0,0,0,0,0,0,60.0
sgil gardenia,0.47,narendrapur,4140.0,1135.0,Super Built up area 1135(105.44 sq.m.),3.0,3,1,1,,Relatively New,South,1135.0,,,0,0,0,0,0,0,54.0
ruchi active greens,0.65,em bypass,5603.0,1160.0,Super Built up area 1160(107.77 sq.m.),2.0,2,1,7,North-West,Moderately Old,East,1160.0,,,0,0,0,0,1,0,32.0
prantik apartment bansdroni,0.16,bansdroni,3030.0,528.0,Super Built up area 528(49.05 sq.m.),1.0,1,1,3,South-East,Moderately Old,South,528.0,,,0,0,0,0,0,0,135.0
siddha town,0.36,rajarhat,4615.0,780.0,Super Built up area 780(72.46 sq.m.),2.0,2,1,3,South-West,Relatively New,East,780.0,,,0,0,0,0,0,0,109.0
sugam sudhir,1.05,garia,7720.0,1360.0,Super Built up area 1360(126.35 sq.m.),3.0,2,1,4,South-East,Moderately Old,South,1360.0,,,0,0,0,0,0,0,27.0
residential apartment,1.4,ballygunge,9032.0,1550.0,Super Built up area 1550(144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,2,1,2,East,Old Property,South,1550.0,,1350.0,0,0,0,1,0,0,21.0
ideal regency,0.68,behala,4705.0,1445.0,Super Built up area 1445(134.24 sq.m.),3.0,3,1,1,East,Relatively New,South,1445.0,,,0,0,0,0,0,0,123.0
highland green river bank,0.23,batanagar,3230.0,712.0,Super Built up area 712(66.15 sq.m.)Built Up area: 548 sq.ft. (50.91 sq.m.),2.0,2,1,6,North-West,Relatively New,South,712.0,548.0,,0,0,0,0,0,1,47.0
priti nibas,0.26,belgharia,2680.0,970.0,Super Built up area 970(90.12 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 640 sq.ft. (59.46 sq.m.),2.0,2,1,1,,Moderately Old,North,970.0,750.0,640.0,1,0,0,1,0,2,76.0
ambika kanaklata abasan,0.16,baguiati,3720.0,430.0,Super Built up area 510(47.38 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,1,1,1,East,Old Property,North,510.0,,430.0,0,0,0,0,0,0,6.0
"75,c-1,chotushkone",0.21,ramchandrapalli,3412.0,615.0,Super Built up area 630(58.53 sq.m.),1.0,1,0,0,North-West,Moderately Old,South,630.0,,,0,0,0,0,0,0,0.0
diamond apartments,0.45,behala,4285.0,1050.0,Super Built up area 1050(97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,2,1,3,South,Old Property,South,1050.0,,950.0,0,0,0,0,0,0,49.0
