society,price,place,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
star apartment,0.68,naktala,5440.0,3.0,3.0,2,2.0,South,New Property,South,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
on request,1.6,mandevilla garden,10322.0,3.0,3.0,1,3.0,North,Old Property,South,1326.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
sudha apartment,0.78,patuli,6240.0,3.0,2.0,1,3.0,South-West,Old Property,South,1069.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
on request,0.15,ramgarh,2727.0,1.0,1.0,0,3.0,South-East,Moderately Old,South,470.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
on request,0.38,naktala,4000.0,2.0,2.0,1,1.0,West,Old Property,South,813.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
skyline lakeview,0.56,mahamayatala,4850.0,3.0,2.0,1,4.0,South,Relatively New,South,991.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
on request,0.32,garia,3900.0,2.0,2.0,1,1.0,South-West,New Property,South,707.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
on request,0.46,mahamayatala,4789.0,2.0,2.0,1,2.0,North-West,Relatively New,South,813.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0
skyline lakeview,0.47,mahamayatala,4850.0,2.0,2.0,1,4.0,South,Relatively New,South,823.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
satyam shivam sundaram apartment garia,0.36,garia,4235.0,2.0,2.0,1,3.0,West,Old Property,South,727.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
on request,0.42,naktala,5250.0,2.0,2.0,1,1.0,West,Relatively New,South,684.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
garia sanjib,0.7,garia,6200.0,3.0,2.0,1,3.0,East,New Property,South,967.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
dev apartment,0.29,garia,3918.0,2.0,2.0,1,3.0,South-West,New Property,South,633.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
city high apartment,3.0,tollygunge,13888.0,4.0,3.0,2,5.0,North,Old Property,South,1848.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
on request,0.42,ramchandrapur,3716.0,3.0,2.0,1,2.0,North,Moderately Old,South,967.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
ekta floral,3.8,tangra,12377.0,5.0,4.0,2,1.0,North-West,Moderately Old,East,2626.0,1.0,0.0,0.0,0.0,0.0,1.0,77.0
sgil gardenia,0.41,narendrapur,4540.0,2.0,2.0,1,6.0,East,Relatively New,South,772.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
sgil gardenia,0.47,narendrapur,4072.0,3.0,2.0,1,6.0,East,Relatively New,South,987.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
on request,1.55,ballygunge,12380.0,3.0,2.0,1,3.0,South,Old Property,South,1071.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
"gita apartment,",0.52,tollygunge,4160.0,3.0,2.0,1,4.0,West,Old Property,South,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
ekta heights,1.25,jadavpur,8383.0,3.0,2.0,1,10.0,South,Old Property,South,1275.0,0.0,0.0,0.0,0.0,0.0,2.0,125.0
ekta heights,1.12,jadavpur,8888.0,2.0,2.0,1,7.0,South-East,Old Property,South,1078.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
residential flat,1.9,southern avenue,10555.0,4.0,3.0,2,2.0,North,Relatively New,South,1540.0,0.0,0.0,0.0,0.0,0.0,2.0,83.0
starlite sunny dew,0.75,panchasayar,5172.0,3.0,2.0,1,1.0,South-East,Relatively New,South,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
citrus cove,0.5,kamalgazi,5370.0,2.0,2.0,1,4.0,South-East,Relatively New,South,820.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
citrus cove,0.75,kamalgazi,5747.0,3.0,2.0,2,1.0,North-East,Moderately Old,South,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
avani victoria greens,0.5,garia,5428.0,2.0,2.0,1,4.0,North-East,Moderately Old,South,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on request,0.85,new town,5312.0,3.0,2.0,2,7.0,South-East,Relatively New,East,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
the 102,0.65,joka,5718.0,3.0,3.0,2,9.0,East,Relatively New,South,930.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0
dtc southern heights,0.6,joka,5300.0,3.0,2.0,1,8.0,West,Relatively New,South,905.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
dtc southern heights,0.62,joka,5486.0,3.0,2.0,1,1.0,North-East,Relatively New,South,905.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
the 102,0.5,joka,5518.0,2.0,2.0,2,2.0,South-West,Relatively New,South,747.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
the 102,0.66,joka,5851.0,3.0,2.0,3,8.0,East,Relatively New,South,930.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
the 102,0.68,joka,6028.0,3.0,2.0,3,13.0,South-West,Relatively New,South,965.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0
citrus cove,0.74,kamalgazi,5674.0,3.0,2.0,2,4.0,North-West,Relatively New,South,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
starlite sunny dew,0.75,panchasayar,5084.0,3.0,2.0,1,1.0,North-East,Moderately Old,South,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
ambuja upohar high end society,2.85,garia,7803.0,4.0,4.0,3+,10.0,South-East,Old Property,South,2834.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0
eden pavilion,0.6,fartabad,4743.0,3.0,2.0,1,1.0,South-East,Relatively New,South,1067.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0
greenfield city,0.51,behala,4670.0,3.0,2.0,1,3.0,South-West,Relatively New,South,841.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
ruchi active greens,0.65,em bypass,5603.0,2.0,2.0,1,7.0,North-West,Moderately Old,East,992.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0
prantik apartment bansdroni,0.16,bansdroni,3030.0,1.0,1.0,1,3.0,South-East,Moderately Old,South,452.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
siddha town,0.36,rajarhat,4615.0,2.0,2.0,1,3.0,South-West,Relatively New,East,667.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
sugam sudhir,1.05,garia,7720.0,3.0,2.0,1,4.0,South-East,Moderately Old,South,1163.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
residential apartment,1.4,ballygunge,9032.0,3.0,2.0,1,2.0,East,Old Property,South,1426.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0
ideal regency,0.68,behala,4705.0,3.0,3.0,1,1.0,East,Relatively New,South,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
highland green river bank,0.23,batanagar,3230.0,2.0,2.0,1,6.0,North-West,Relatively New,South,548.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0
ambika kanaklata abasan,0.16,baguiati,3720.0,1.0,1.0,1,1.0,East,Old Property,North,461.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
"75,c-1,chotushkone",0.21,ramchandrapalli,3412.0,1.0,1.0,0,0.0,North-West,Moderately Old,South,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diamond apartments,0.45,behala,4285.0,3.0,2.0,1,3.0,South,Old Property,South,986.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
active acres,1.75,em bypass,8086.0,3.0,2.0,1,13.0,South-West,Relatively New,East,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"megha apartment,santoshpur",0.3,new santoshpur,4761.0,2.0,1.0,1,2.0,South-East,Old Property,South,539.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
ideal abasan,0.32,rajarhat,3721.0,2.0,2.0,1,1.0,North,Under Construction,East,736.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0
krishna apartment,0.16,sodepur,3076.0,2.0,1.0,1,1.0,South-East,Old Property,North,445.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
"27a, hindustan road",0.7,gariahat,8750.0,3.0,1.0,0,2.0,South,Old Property,South,900.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
durga apartment,0.33,behala,3666.0,3.0,2.0,1,1.0,East,Old Property,South,770.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0
"star apartment, 3/94 jatin das nagar,belgharia",0.2,jat,3333.0,2.0,2.0,0,4.0,East,Old Property,North,513.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
sapphire blue apartment,0.91,rajarhat,5705.0,4.0,3.0,2,4.0,North-West,Old Property,East,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deeshari megacity,0.45,em bypass,3975.0,3.0,2.0,2,5.0,South-West,Relatively New,South,968.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
mani residency,1.3,topsia,7788.0,3.0,3.0,2,3.0,South-East,Moderately Old,South,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
anjan apartment bhawanipore,1.6,bhawanipore,10389.0,4.0,3.0,1,3.0,East,Old Property,South,1480.0,1.0,0.0,0.0,0.0,0.0,2.0,54.0
team taurus bou thakuranir haat,0.37,rajarhat,3790.0,2.0,2.0,1,3.0,East,New Property,East,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinnia,0.14,tollygunge,3500.0,1.0,1.0,0,0.0,South-East,New Property,South,342.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
alcove new kolkata prayag,0.4,serampore,4524.0,2.0,2.0,1,11.0,South-West,New Property,West,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
star green,0.64,rajarhat,4400.0,3.0,2.0,2,2.0,West,Relatively New,East,1186.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ambuja uddipa the condoville,0.85,s,9249.0,2.0,2.0,1,15.0,South-West,New Property,North,754.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
sukanti,0.39,dum dum,4431.0,2.0,2.0,1,2.0,South,New Property,North,909.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
white house,0.24,new town,2800.0,2.0,2.0,1,2.0,South-East,Old Property,North,727.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
basundha,0.23,rajarhat,2045.0,2.0,1.0,1,3.0,South-East,Moderately Old,East,922.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
sukanti,0.45,dum dum,4554.0,2.0,2.0,1,3.0,North,New Property,North,995.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
kalpotaru apartment,0.38,baguiati,4237.0,2.0,2.0,1,4.0,South-West,Old Property,East,757.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
freshia,0.43,rajarhat,5494.0,2.0,2.0,1,1.0,East,New Property,East,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charulata,0.27,behala,3857.0,2.0,2.0,1,1.0,South-East,New Property,South,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramkrishna apartment,0.38,joka,4750.0,2.0,2.0,1,1.0,South-East,Relatively New,South,684.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
radha apartment,0.24,mankundu,2902.0,2.0,2.0,1,4.0,East,Moderately Old,West,707.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
the 102,0.55,joka,6849.0,2.0,2.0,1,2.0,North-East,Relatively New,South,602.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
dumdum metro,0.27,dum dum,3292.0,2.0,1.0,1,3.0,South-East,Moderately Old,North,701.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
4sight olivia,0.57,garia,5000.0,2.0,2.0,1,1.0,North-East,Relatively New,South,895.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
manjil abasan (apartment),0.25,dum dum,3703.0,2.0,1.0,1,4.0,South-East,Old Property,North,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"anjali apartment,jadavghar",0.15,haltu,2884.0,2.0,1.0,0,2.0,South,Moderately Old,South,500.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0
ircon tower,1.25,new town,12500.0,3.0,2.0,2,3.0,East,Moderately Old,East,1172.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
sarala apartment,0.7,"behala, behala",5833.0,3.0,3.0,2,3.0,East,Moderately Old,South,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tapoban apartments,0.65,rajarhat,6701.0,3.0,2.0,2,3.0,North-East,Moderately Old,East,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solaris city serampore,0.24,serampore,3750.0,2.0,1.0,1,5.0,South,Under Construction,West,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shiv parvati abasan,0.09,bhadreswar,2143.0,1.0,1.0,1,1.0,South,Relatively New,West,410.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0
"ashirbad apartment, apc road. agarpara, pin700109",0.16,agarpara,2116.0,2.0,1.0,1,2.0,North,Old Property,South,679.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0
monalisa apartment,1.79,phoolbagan,9887.0,3.0,2.0,3,4.0,North-East,Old Property,North,1289.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0
kiran apartment,0.24,nowdapara,4224.0,2.0,1.0,1,3.0,North-East,Relatively New,North,633.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
bijoya apartment,0.33,santoshpur,5116.0,2.0,1.0,0,1.0,South,Relatively New,West,558.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
ambey residency,0.54,ch,5042.0,2.0,2.0,1,4.0,North,Moderately Old,East,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myfair blossom,0.35,garia,3888.0,2.0,2.0,1,2.0,South,Moderately Old,South,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magnolia nakshatra,0.35,barasat,3638.0,3.0,3.0,2,1.0,North-East,New Property,North,823.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sreema apartments,0.2,dum dum,2600.0,2.0,2.0,1,2.0,South-East,Moderately Old,North,642.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0
nul,0.75,tagore park,8823.0,2.0,2.0,1,1.0,North,Relatively New,South,886.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
ashadeep apartment,0.4,ballygunge,6153.0,2.0,1.0,1,3.0,West,Old Property,South,556.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0
bengal abasan urban sabujayan,0.84,mukundapur,6600.0,3.0,2.0,1,4.0,South,Relatively New,South,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,148.0
bengal abasan urban sabujayan,0.85,mukundapur,6756.0,3.0,2.0,1,4.0,South,Under Construction,South,1076.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0
sureka sunrise heights,2.0,beleghata,9354.0,4.0,4.0,2,16.0,South-East,Relatively New,East,1625.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0
meridian splendora,1.3,paikpara,9292.0,3.0,2.0,2,14.0,South-East,New Property,North,1050.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
lalbagan pally,0.12,kumartuli(sovabazar sutanuti metro),3593.0,2.0,1.0,0,2.0,South-East,New Property,North,289.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
reside aponaloy,0.39,madhyamgram,3497.0,3.0,2.0,1,0.0,East,Old Property,North,927.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
neelachal abasan chs,0.9,kasba,9473.0,2.0,2.0,1,2.0,West,Old Property,South,1029.0,1.0,0.0,0.0,0.0,0.0,2.0,21.0
masterda surya sen,0.32,dum dum,4000.0,2.0,2.0,1,0.0,East,Moderately Old,North,850.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0
hiland greens,0.25,maheshtala,3511.0,2.0,2.0,1,3.0,North-East,Relatively New,South,557.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
anandam,0.45,behala,4849.0,2.0,2.0,1,1.0,North-West,Moderately Old,South,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magnolia nakshatra,0.26,barasat,2702.0,3.0,2.0,1,2.0,North-East,New Property,North,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rainbow residency,0.27,kudghat,3174.0,2.0,2.0,0,4.0,South-West,Moderately Old,West,787.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
karunamoyee housing society,0.7,salt lake,5932.0,4.0,2.0,1,4.0,North-East,Old Property,North,1201.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0
ambuja utalika the condoville,4.0,mukundapur,15031.0,3.0,4.0,1,18.0,East,New Property,South,2083.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0
twin tower,0.21,picnic garden,4835.0,1.0,1.0,1,4.0,South-East,Moderately Old,South,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apartment,0.35,mahamayatala,4181.0,2.0,2.0,2,2.0,North-West,Old Property,South,728.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
swaranika housing,0.3,behala,3875.0,2.0,2.0,1,0.0,North,Old Property,South,662.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
"sagar kunj apartment, haridevpur, paschim putiary",0.36,haridevpur,3977.0,2.0,2.0,1,2.0,North-East,Moderately Old,South,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
