society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
ps panache,1.75,salt lake,12315.0,Super Built up area 1421(132.02 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,1,19,East,Relatively New,North,1421.0,,1000.0,0,0,1,0,0,2,141.0
jupiter airport residency,0.8,birati,5722.0,Built Up area: 1398 (129.88 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,2,1,3,South-East,Relatively New,North,,1398.0,1120.0,0,0,0,0,0,2,35.0
sucasa wood,0.4,narendrapur,3012.0,Carpet area: 1328 (123.38 sq.m.),3.0,2,2,1,East,Relatively New,South,,,1328.0,0,0,0,0,0,0,42.0
"mangalam,barrackpore",0.18,debpukur,2890.0,Carpet area: 640 (59.46 sq.m.),2.0,1,1,3,North,Moderately Old,North,,,640.0,0,0,0,0,0,0,11.0
dronacharya cooperative housing society,0.72,tollygunge,8866.0,Carpet area: 812 (75.44 sq.m.),2.0,2,1,2,,Moderately Old,South,,,812.0,1,0,0,0,0,0,7.0
maa shitala apartment,0.43,baguiati,3925.0,Super Built up area 1070(99.41 sq.m.),3.0,2,1,1,North,Moderately Old,North,1070.0,,,0,0,0,0,0,0,0.0
aikatan apartments,0.3,dum dum,4687.0,Carpet area: 640 (59.46 sq.m.),2.0,1,1,1,East,Moderately Old,North,,,640.0,0,0,0,0,0,0,44.0
ridhi sidhi apartment rishra,0.22,hooghly,2712.0,Super Built up area 973(90.39 sq.m.)Carpet area: 811 sq.ft. (75.34 sq.m.),2.0,2,0,4,South,Old Property,West,973.0,,811.0,0,0,1,0,0,1,6.0
shibani apartment,0.35,birati,3684.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,2,1,3,,Old Property,North,1000.0,,950.0,0,0,0,0,0,1,0.0
siddha town madhyamgram,0.4,madhyamgram,4278.0,Carpet area: 935 (86.86 sq.m.),2.0,2,1,4,,Relatively New,North,,,935.0,0,0,0,0,0,0,0.0
exotic mansion,0.65,dum dum,4642.0,Carpet area: 1400 (130.06 sq.m.),3.0,3,1,1,North,Moderately Old,North,,,1400.0,0,0,0,0,0,0,0.0
green valley,0.35,kaikhali,4622.0,Super Built up area 768(71.35 sq.m.),2.0,2,1,3,South-West,Old Property,North,768.0,,,0,0,0,0,0,0,96.0
tirtha bharti apartment,0.49,uttarpara,3777.0,Built Up area: 1350 (125.42 sq.m.),3.0,2,2,4,South-East,Old Property,West,,1350.0,,0,0,0,0,0,0,13.0
loknath apartment,0.3,madhyamgram,3400.0,Carpet area: 879 (81.66 sq.m.),2.0,2,1,3,,Under Construction,North,,,879.0,0,0,0,0,0,0,13.0
rechi new panchabati complex,0.75,kaikhali,6190.0,Carpet area: 1050 (97.55 sq.m.),2.0,2,1,2,West,Moderately Old,North,,,1050.0,0,0,0,0,0,0,0.0
bengal shelter sisirkunja,0.46,madhyamgram,4401.0,Super Built up area 1045(97.08 sq.m.),3.0,2,2,6,North,Relatively New,North,1045.0,,,0,0,0,0,0,2,160.0
on request,0.25,lake town,3500.0,Carpet area: 700 (65.03 sq.m.),2.0,2,1,3,West,Old Property,North,,,700.0,0,0,0,0,0,2,0.0
kendriya vihar phase ii,0.85,dunlop,7083.0,Super Built up area 1716(159.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,4,3+,3,East,Moderately Old,North,1716.0,,1200.0,1,0,0,0,0,0,88.0
baikuntha apartment,0.3,agarpara,2727.0,Built Up area: 1100 (102.19 sq.m.),3.0,2,2,1,North,Moderately Old,North,,1100.0,,0,0,0,1,0,2,35.0
guddi apartments,0.23,barisha,3538.0,Carpet area: 650 (60.39 sq.m.),2.0,1,1,4,,Old Property,South,,,650.0,0,0,0,0,0,2,0.0
chitrakut dham,0.68,krishnapur,5155.0,Super Built up area 1319(122.54 sq.m.),3.0,2,2,4,South,Moderately Old,North,1319.0,,,0,0,0,0,0,2,138.0
chandra apartments,0.24,dum dum,3380.0,Carpet area: 710 (65.96 sq.m.),2.0,2,1,1,East,Old Property,North,,,710.0,0,0,0,0,0,0,37.0
deepthapani residency,0.75,dhakuria,5438.0,Super Built up area 1379(128.11 sq.m.),3.0,2,2,3,,Relatively New,South,1379.0,,,0,0,0,1,0,0,0.0
bcn shyam vihar phase 2,0.7,raghunathpur,5204.0,Super Built up area 1345(124.95 sq.m.),3.0,2,2,5,East,Old Property,North,1345.0,,,0,0,0,0,0,0,86.0
srijan eternis,0.55,madhyamgram,9734.0,Super Built up area 823(76.46 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2.0,2,1,9,East,New Property,North,823.0,,565.0,0,0,0,0,0,0,112.0
shree ranjani housing society,0.9,picnic garden,5696.0,Carpet area: 1580 (146.79 sq.m.),4.0,3,2,1,North-East,Old Property,South,,,1580.0,0,0,0,0,0,0,54.0
aprajita housing society,0.45,kal,3627.0,Super Built up area 1100(102.19 sq.m.),3.0,2,2,3,South-East,Old Property,North,1100.0,,,0,0,0,0,0,0,31.0
midland park,0.65,salt lake,6190.0,Built Up area: 1050 (97.55 sq.m.),2.0,2,2,2,West,Undefined,North,,1050.0,,0,0,0,0,0,0,0.0
swastik apartment 2,0.21,bansdroni,3500.0,Super Built up area 600(55.74 sq.m.),2.0,2,1,1,South-East,New Property,South,600.0,,,0,0,0,0,0,0,0.0
on request,0.4,kamalgazi,4324.0,Carpet area: 925 (85.94 sq.m.),3.0,2,1,2,,Old Property,South,,,925.0,0,0,0,0,0,0,25.0
konark apartment,0.51,panchasayar,4703.0,Super Built up area 1148(106.65 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3.0,2,1,2,North,Moderately Old,South,1148.0,,800.0,0,0,0,0,0,0,24.0
vasundhara apartment tegharia,0.65,kaikhali,6989.0,Super Built up area 1210(112.41 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2.0,2,2,5,South,Moderately Old,North,1210.0,,930.0,0,0,0,0,0,1,110.0
tata avenida,2.1,new town,10326.0,Super Built up area 1840(170.94 sq.m.),3.0,3,2,11,,Relatively New,East,1840.0,,,0,0,0,0,0,0,46.0
mani towers,1.1,alipore,8965.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2,1,7,,Old Property,South,1450.0,,1100.0,0,1,0,0,0,2,0.0
vedic greentech city bungalow,0.87,rajarhat,4526.0,Super Built up area 2121(197.05 sq.m.),4.0,3,2,0,,New Property,East,2121.0,,,0,1,1,0,0,0,133.0
muzumder para,0.25,new town,3109.0,Carpet area: 804 (74.69 sq.m.),2.0,1,1,3,South,Relatively New,North,,,804.0,1,0,0,0,0,0,6.0
niva park -ii,0.18,brahmapur,2833.0,Built Up area: 600 (55.74 sq.m.),2.0,2,0,0,,Old Property,South,,600.0,,0,0,0,0,1,0,0.0
royal marina apartment,0.25,makhla,2928.0,Super Built up area 854(79.34 sq.m.),2.0,2,1,2,South-East,Relatively New,West,854.0,,,0,0,0,0,0,2,13.0
vivek garden,0.28,konnagar,2850.0,Carpet area: 765 (71.07 sq.m.),2.0,2,1,4,North-West,Old Property,West,,,765.0,0,0,0,0,0,2,68.0
astha apartment,0.5,dum dum,3899.0,Carpet area: 1271 (118.08 sq.m.),3.0,2,1,3,South-East,New Property,North,,,1271.0,0,0,0,0,0,0,35.0
golf tower,0.85,lake gardens,7502.0,Super Built up area 1133(105.26 sq.m.),2.0,2,1,2,,Old Property,South,1133.0,,,0,0,0,0,0,0,0.0
eden serenity,0.55,em bypass,5058.0,Super Built up area 1285(119.38 sq.m.)Carpet area: 1028 sq.ft. (95.5 sq.m.),3.0,3,1,4,,Old Property,South,1285.0,,1028.0,0,0,0,0,0,2,71.0
bangur avenue,0.38,lake town,5490.0,Super Built up area 765(71.07 sq.m.),2.0,2,1,2,South-West,Relatively New,North,765.0,,,0,0,0,0,0,1,59.0
xclusive mansion,0.32,dhakuria,4117.0,Carpet area: 850 (78.97 sq.m.),2.0,2,1,3,,Moderately Old,South,,,850.0,0,0,0,1,1,1,12.0
magnolia nakshatra,0.2,barasat,2773.0,Super Built up area 721(66.98 sq.m.),2.0,1,1,4,,Relatively New,North,721.0,,,0,0,0,0,0,0,84.0
sai baba apartment,0.55,diamond park,5500.0,Super Built up area 1429(132.76 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,0,1,South-East,Moderately Old,South,1429.0,,1000.0,0,0,0,0,0,2,33.0
sugam serenity,0.5,sonarpur,3872.0,Super Built up area 1291(119.94 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1291.0,,,0,0,0,0,0,0,66.0
sanhita township,0.3,new town,3275.0,Super Built up area 916(85.1 sq.m.),3.0,2,1,6,South,New Property,East,916.0,,,0,0,0,0,1,0,104.0
greenfield city,0.55,behala,5128.0,Super Built up area 1092(101.45 sq.m.),3.0,2,1,7,East,Relatively New,South,1092.0,,,0,0,0,0,0,0,49.0
kundalia towers,5.2,theatre road,20392.0,Carpet area: 2550 (236.9 sq.m.),3.0,4,2,2,,Moderately Old,Central,,,2550.0,0,0,0,0,0,0,5.0
green valley,0.9,kaikhali,6206.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,2,2,4,North,Old Property,East,1450.0,1250.0,1150.0,0,0,0,0,1,1,38.0
siddha eden lakevilla,0.82,bt road,10459.0,Super Built up area 1155(107.3 sq.m.)Built Up area: 865 sq.ft. (80.36 sq.m.)Carpet area: 784 sq.ft. (72.84 sq.m.),3.0,2,1,17,,New Property,North,1155.0,865.0,784.0,0,0,0,0,0,0,85.0
harisava math,0.45,brahmapur,5172.0,Super Built up area 910(84.54 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),3.0,2,1,1,,Old Property,South,910.0,,870.0,0,0,0,1,0,0,13.0
hiraloy,0.59,santoshpur,6555.0,Super Built up area 1202(111.67 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,0,0,,Old Property,South,1202.0,,900.0,0,0,1,1,0,2,26.0
godrej prakriti,0.75,sodepur,5518.0,Super Built up area 1359(126.26 sq.m.),3.0,2,1,8,South,Relatively New,North,1359.0,,,0,0,0,0,0,1,166.0
sourya niloy,0.35,barisha,4375.0,Carpet area: 800 (74.32 sq.m.),2.0,2,1,3,North-West,Old Property,South,,,800.0,0,0,0,0,0,0,7.0
